date,category,region,supplier,order_quantity,lead_time_days,transport_time_days,inventory_level,demand_forecast,production_capacity,weather_impact,inventory_coverage_days,capacity_utilization,true_anomaly
2024-06-18,Personal Care,West,Supplier D,3281.2491071378354,5.608365542894838,2.1816126256964936,8312.717299697919,4481.727221235638,5893.496919202326,0.0,55.644064593958404,0.7604529675129162,0
2025-01-31,Beverages,Central,Supplier E,6274.989119300044,5.524326035997905,3.4710014584682822,8899.47570036984,4537.322535774215,6310.302877399652,0.0,58.8418100996955,0.7190340343289439,0
2024-04-04,Personal Care,West,Supplier A,5768.179564462847,5.057136355161263,3.5337084765161997,10052.74655195744,4196.270188055749,6255.389263324906,0.0,71.86915595119362,0.6708247898589319,0
2024-11-18,Home Care,East,Supplier E,4666.828335169073,5.924195465990201,3.276849962628424,7031.006022309419,3754.9988488801005,5204.669398839573,0.0,56.173167864536325,0.7214673135083874,0
2024-12-11,Snacks,Central,Supplier B,4865.953416742805,3.0386723438323653,2.9834795439633606,8547.443270978394,4811.254491922882,5566.939474882919,0.0,53.29655676286391,0.8642548591789871,0
2025-03-02,Beverages,West,Supplier D,2592.655793016058,4.435605358493297,4.030479718231256,11023.589339346792,5034.724968597869,6253.656424945843,0.0,65.68535168118692,0.8050849977165909,0
2024-05-13,Beverages,East,Supplier B,5916.744919059221,3.8436828876653557,2.950925758517996,7735.928755959572,4250.8361021121345,5927.489115060124,0.0,54.595815294660134,0.717139419338945,0
2025-02-24,Beverages,South,Supplier E,4307.268535511315,7.25627226513785,3.1104584040719465,8294.835166549374,3818.290262019188,5416.94104638024,0.0,65.17185387181303,0.7048794198287763,0
2024-06-21,Beverages,West,Supplier A,5330.290863133141,5.713219820395986,2.9760742433354404,11021.345711716982,5169.501520537236,6750.130090144008,0.8039855837990812,63.95981702257976,0.7658373174296776,1
2024-12-10,Beverages,South,Supplier C,2511.437738208516,4.920938016341724,2.830845966768276,8956.216207923657,4109.4115722879105,5600.14336687101,0.0,65.38320183103947,0.7338047087505152,0
2024-04-25,Personal Care,South,Supplier E,5977.5680321615455,5.784990578846156,3.315487244915549,5789.029581258326,4521.715037760715,6017.888560998464,0.0,38.40818936784585,0.7513789914731306,0
2024-10-13,Snacks,North,Supplier A,4247.155230614276,6.116275663755115,2.6832516553977386,6806.783521768453,4407.531034657602,5914.240444285513,0.0,46.330588269792436,0.7452404203343251,0
2024-06-10,Home Care,Central,Supplier D,3623.9577362106456,6.105631691524071,2.64971108674268,9034.368821548165,5921.137797752695,5460.655599524721,0.0,45.77347697419099,1.0843272734995508,0
2024-05-10,Home Care,West,Supplier B,4660.398365511633,5.921703485100354,3.340734692704677,8634.507361835713,4150.712582351744,6092.4774010902165,0.0,62.407409743679516,0.6812848549276516,0
2025-03-16,Home Care,South,Supplier B,4403.604782064515,4.737459676717938,2.7511958167188304,8243.869800108228,6352.973921108086,6196.05344174971,0.0,38.92918451648704,1.025325875710017,0
2024-03-23,Home Care,North,Supplier B,6074.267612909866,4.498634580516048,3.0667410140375897,11241.836274749698,5477.071744327356,5766.161984085186,0.0,61.575802542989976,0.9498643568190194,0
2024-05-14,Personal Care,East,Supplier D,4579.604877638373,4.037810820019315,2.8293359401182365,7073.7692657624075,6438.808808210418,5831.903867805258,0.9615719438584289,32.95843754550837,1.1040663485136557,1
2024-07-05,Food,West,Supplier A,6362.617026613368,5.502447266729007,2.994224350886676,7888.379264851946,5398.174946621706,6300.243521381307,0.0,43.839145690092884,0.8568200464476926,0
2024-12-06,Snacks,South,Supplier D,5330.142615789073,4.8410642646712185,2.663355440766688,5055.334685842647,4601.059997068046,5012.430867168306,0.0,32.96197847276984,0.9179298665653902,0
2025-01-25,Beverages,Central,Supplier B,5894.367887212375,4.581528969482804,2.6797056236254533,9740.989833201458,3974.3703037630253,5577.498074876139,0.0,73.52855236447242,0.7125722412465889,0
2024-09-28,Food,North,Supplier E,4997.833546772114,4.529338638272198,2.5901339390948577,6801.72154840613,4480.129748303154,6106.717448266189,0.0,45.54592342542497,0.7336396003674849,0
2024-10-25,Home Care,South,Supplier C,6272.058982339883,6.450192630634689,3.4216650549307257,9585.705153201394,6138.552922700905,5736.630636504942,0.0,46.84673378518552,1.070062430660663,0
2024-05-04,Food,Central,Supplier D,3846.376009717324,5.952680412841671,3.085942417125665,9428.045197155952,4756.855086889604,5729.4854681352745,0.0,59.459737736013714,0.8302412342862222,0
2024-08-30,Snacks,South,Supplier D,5113.624457494327,6.830393856128166,3.459275411896832,11523.648888181668,5394.827448439597,6450.846273098085,0.0,64.08165413065124,0.8362976298067442,0
2024-10-09,Beverages,West,Supplier A,4603.564170568585,5.529016299892109,3.512693282271981,8973.913364796817,4986.274210559393,5683.337858981159,0.0,53.99169591872524,0.8773496023432387,0
2024-12-16,Beverages,West,Supplier A,6396.628479507312,5.0569544402548985,2.770042836432163,7465.870063519837,5024.695060658317,6989.589125556911,0.0,44.575063601222915,0.7188827512458342,0
2025-03-07,Snacks,West,Supplier D,6499.0344046594255,4.974597549255075,3.440792492194282,8680.434439995639,5059.343715568423,5122.743711055541,0.0,51.471702228598524,0.9876238205416576,0
2025-01-19,Snacks,North,Supplier B,5000.421259237119,3.979698452738527,2.9929396390332834,6861.120728257119,5245.807338149207,4894.003083388966,0.0,39.2377395088121,1.071884763610861,0
2024-12-17,Home Care,West,Supplier C,3708.4888989041947,3.738581008248599,2.920663247260374,8478.740266263363,4067.3032580182708,6439.468080734228,0.0,62.538294258352124,0.6316209983534101,0
2024-10-22,Beverages,Central,Supplier A,5427.097316791667,5.5073410218928744,3.6261835483303875,7698.6462416864415,4552.586156184425,5508.024370313976,0.0,50.73146983431567,0.826537039436685,0
2024-11-28,Food,South,Supplier B,3335.390264966233,4.065321289516746,3.276884231407716,7894.492325492193,5078.381999714706,5516.4632058635025,0.0,46.635871381489366,0.9205865806041893,0
2024-09-27,Personal Care,East,Supplier E,6626.142798783111,5.2114577538672355,2.8237878724681362,6652.450268108654,4947.138500250177,6492.366636909838,0.0,40.34120088474725,0.7619930877170638,0
2025-01-11,Personal Care,Central,Supplier A,4526.829929363961,6.115466683095212,3.2443966577633243,8450.669089644165,4384.915856748989,5751.36570697677,0.0,57.81640537049819,0.762412978091414,0
2024-10-20,Snacks,Central,Supplier B,4969.429836582505,4.334546066969104,2.3671436739152054,9236.345038529103,5174.940823284995,6455.180907932452,0.0,53.54464149794456,0.8016724700814761,0
2024-10-15,Home Care,West,Supplier B,4319.048924193246,7.010481634591578,3.1236564905698083,5521.854807992409,4105.9727790985025,5694.79402862377,0.0,40.345042003942176,0.7210046155243951,0
2024-11-13,Personal Care,North,Supplier C,4098.21841329918,4.0093048790559,2.250204224570908,6967.111020102294,3699.294447957357,6181.265760987653,0.0,56.50086348721982,0.5984687588268778,0
2025-02-22,Beverages,South,Supplier C,5737.291316547053,5.990194756489846,2.5078001870659086,8252.070753770406,5065.487191100229,5744.28876001079,0.0,48.87232230061989,0.8818301799804915,0
2024-05-13,Snacks,North,Supplier E,4841.383322948678,5.424756181132362,3.2923198491345596,4479.025038179879,3721.3574362313184,5540.093862064856,0.0,36.10799377591525,0.6717137884094126,0
2024-12-26,Food,South,Supplier B,5042.4825389231755,6.194095249946152,1.664877001286595,10610.396650569379,5052.111602177672,6865.3006787673585,0.0,63.005714161159,0.735890799044327,0
2024-10-24,Snacks,South,Supplier B,3996.1089207811606,3.8838023886403104,3.9012559295373777,6933.333778170418,3040.787103961122,6558.231088179913,0.0,68.40334631587938,0.46365964588250314,0
2024-11-28,Food,North,Supplier C,5856.05922349704,7.307020916953611,3.4172463603523004,6592.868721862358,4147.51094475888,5636.67965853366,0.0,47.68789384529743,0.7358074604221565,0
2024-09-25,Snacks,Central,Supplier A,5957.7897351368665,4.821224916217094,2.080733438755131,7688.986585614817,4505.180778255796,5910.801981592781,0.0,51.200963717542415,0.7621945029262827,0
2024-05-01,Snacks,South,Supplier A,4791.071513120422,5.676647939299281,4.199249303346615,8206.059258197336,3354.0283428441053,6738.11339920564,0.0,73.3988364383248,0.49776964917799,0
2024-08-25,Snacks,North,Supplier D,6267.922133331887,32.222437444732506,17.348207784972036,6865.290653071494,4464.594954414144,5505.889792469239,0.0,46.13155766538541,0.8108761930761235,1
2024-04-05,Food,South,Supplier C,4895.8758457754775,4.395337932504784,2.909754170505131,9470.62049898339,5866.51767415717,5532.945981595956,0.0,48.43053933359544,1.0602882612031208,0
2025-01-16,Food,East,Supplier D,5779.755496288821,12.323902109299896,2.5367554676498782,2849.7155006255844,3656.7221458047998,6235.030236152427,0.0,23.37926197560518,0.5864802586845714,1
2024-05-25,Snacks,Central,Supplier C,3377.0724191699023,4.228530354778507,3.843151787101432,6744.137159591966,4489.164079030785,7135.24728013061,0.0,45.06944081924512,0.6291532588550471,0
2025-03-01,Personal Care,West,Supplier E,5353.430866486412,6.396961580457839,2.8281049312798703,7216.392324616443,6332.38020243498,6026.915775933725,0.0,34.18805612070578,1.050683374027063,0
2025-02-11,Home Care,South,Supplier B,4728.5185323930655,4.239819268771266,3.080519753906427,5724.845455414521,3844.3252232903087,6524.90561974335,0.0,44.67503493771554,0.589177138694233,0
2024-03-30,Home Care,East,Supplier E,5155.522425954996,5.038506982495759,3.6086448669613835,6119.988656697746,6057.501016560485,5491.280121855666,0.0,30.309472371361192,1.1031127318475744,0
2025-02-28,Home Care,West,Supplier C,5110.682405655826,5.3061207010119595,2.9232442681034017,8581.397492318541,4548.895247958633,6180.526170968017,0.0,56.59438407272318,0.7360045281138529,0
2024-07-28,Food,West,Supplier B,5125.699822176984,5.784299769722615,2.879472874841666,6759.703165895257,4891.720877294623,5820.192644074219,0.0,41.455982478095066,0.8404740489604048,0
2024-08-04,Food,South,Supplier A,5615.700729362553,6.9684763084265455,2.363802511397391,10706.426679573638,5962.334008268446,6933.312539313374,0.0,53.87031319308602,0.8599545995454163,0
2024-05-23,Personal Care,North,Supplier A,4434.826368394021,22.74015505192755,10.73891380852397,8106.384800463714,4363.411854629083,6799.345422206566,0.0,55.734263029952785,0.6417399887315979,1
2024-08-07,Home Care,South,Supplier D,5569.079259535643,6.1387347742736065,2.8696150768719657,5970.764862344007,5367.923106063136,7139.708368425681,0.0,33.36913408241608,0.7518406675827255,0
2024-06-10,Home Care,East,Supplier C,6232.524883117907,6.970258448634137,2.3807184054826664,6284.979070898657,5596.137396053029,5652.255355451296,0.0,33.69277034905256,0.9900715810116144,0
2024-08-31,Snacks,West,Supplier C,3589.8589950196765,5.165733360864917,2.426032090895311,9579.454542022142,4214.26739348214,6017.74910370297,0.0,68.19302370446091,0.7003062641626129,0
2025-01-04,Food,South,Supplier A,4219.459901770674,4.449867249879708,3.0168006583219946,7885.2295960863885,4114.712849611084,6187.583462162031,0.0,57.49049727855266,0.6649951268977863,0
2024-12-07,Home Care,North,Supplier E,4261.464574498814,3.2699662605647086,2.0751479271640196,9487.992239836454,4594.25721391593,5671.766181837058,0.0,61.955557545390455,0.81002232225798,0
2024-11-07,Personal Care,South,Supplier B,3907.9542005490407,6.883275767411062,2.560418492189334,7450.268029882902,4622.4161929548845,6065.527599863702,0.0,48.353075873423094,0.762079821887012,0
2024-05-01,Personal Care,Central,Supplier E,4525.302230362941,4.755555670075636,3.9722969967985113,7159.651861244734,3828.94681881793,6454.489018179414,0.0,56.09624943906944,0.5932222997100925,0
2024-04-18,Home Care,North,Supplier E,6033.11851539984,3.998641500769449,2.8272656764299637,9679.171056551577,4222.559551198771,5724.817236134248,0.0,68.76756341165414,0.7375885337520585,0
2024-08-03,Food,East,Supplier A,6447.586924512429,3.6416699157902372,2.7646382958980746,6712.133934457111,1679.7862588150579,5648.321770131487,0.0,119.87478584076405,0.29739563841738326,0
2024-10-08,Personal Care,West,Supplier A,5106.174969746502,3.9967858096099587,2.82502708274258,8733.581200055543,4499.154585035034,5615.172111915067,0.0,58.23481524132296,0.801249631420574,0
2025-02-12,Snacks,South,Supplier A,4675.763989151799,5.919705293227166,2.8329238092728337,7682.3245843979485,5604.954762271185,5328.148807605656,0.0,41.118929109527684,1.051951618594136,0
2024-12-14,Personal Care,North,Supplier D,5802.92396908066,6.057868527674739,3.287434434919192,9318.085120063663,3299.9797787029056,6426.996433546758,0.0,84.71038380477206,0.5134559841169541,0
2024-04-23,Beverages,Central,Supplier E,2636.03150574782,5.652121871455536,3.2524330765889005,10727.7259813037,4383.16992161082,5647.16583213706,0.0,73.42443601201695,0.7761716322667462,0
2024-05-08,Beverages,North,Supplier C,3944.821527896842,5.132337827353364,2.80462079346774,3550.164165673411,16392.89445128423,5594.4463348756,0.0,6.497017673523705,2.9302085443364523,1
2024-05-22,Food,Central,Supplier B,2678.3695933000845,3.7544794104986643,2.893081288431029,7179.286791805316,4779.695962799819,6264.53491758637,0.0,45.06115146872154,0.7629769848327964,0
2024-10-23,Home Care,East,Supplier D,3934.300282644558,4.270059054097953,3.6563865589950297,8998.712583556033,6021.114931027174,5994.6919895587425,0.0,44.83577885476882,1.004407722951313,0
2025-01-08,Food,West,Supplier C,4232.982473098,3.8933805893187245,2.244847622764875,6376.994607195398,3889.276210477922,5737.234819947452,0.0,49.1890593166057,0.6779008237479714,0
2024-06-28,Food,East,Supplier E,6477.681877937678,5.572821005526265,2.9712089917256392,10424.698186775053,5203.936565195003,6405.314405333001,0.0,60.09699420529591,0.8124404573899225,0
2024-09-09,Food,South,Supplier A,2238.9380338440105,3.9366875211382957,3.067623270175616,10169.033825084709,3736.0035929624805,5717.276934046288,0.0,81.65704533239858,0.6534585670871813,0
2025-03-16,Food,North,Supplier E,4583.297399765666,4.285753888946408,2.611658569950442,6501.320541259354,5160.958153449856,4911.524513853027,0.0,37.79135781354977,1.050785380159113,0
2024-10-21,Snacks,Central,Supplier B,5619.566472178107,4.816512757001493,2.9424316982543512,5625.312770889641,5558.023411283805,6666.621494352907,0.0,30.36320120280112,0.8337091607783401,0
2024-04-25,Snacks,Central,Supplier D,5410.730663269093,3.330199846903653,2.544161769599058,6259.134270715673,5344.478260976708,5585.902262155336,0.0,35.13421122741256,0.9567797663030585,0
2024-11-03,Personal Care,North,Supplier D,6461.738133534894,5.046771430840846,3.3185845353507517,6281.945540061323,4489.556406841634,5640.522910572367,0.0,41.97705722432801,0.7959468435854753,0
2024-06-30,Beverages,North,Supplier B,5161.051478596589,4.892847118964464,2.3308966722478104,9202.640846532464,5047.440209416102,5642.731469510975,0.0,54.69687880223771,0.8945029967647098,0
2024-07-30,Food,South,Supplier C,5374.278180481145,6.184209145961691,3.5311668312100295,10323.755473669105,5056.042741868546,6029.800494487318,0.0,61.25594264569323,0.8385091258808612,0
2024-12-03,Personal Care,East,Supplier C,3161.4931681974494,4.1801344549662485,2.963347421455221,9185.189318928236,5399.390689909637,5862.878771396855,0.0,51.034588047648526,0.9209453069798355,0
2024-03-26,Beverages,Central,Supplier D,4011.731141823191,3.7008044816876646,2.7759830702831447,7645.711675075314,4688.609746614073,6494.035556429069,0.0,48.92097287856006,0.7219870765832761,0
2024-10-25,Home Care,South,Supplier D,3217.2952565519763,4.625940350408715,2.4976514501728633,8513.74770036562,5638.02492021171,6822.556996255202,0.0,45.30175631103414,0.8263800395227678,0
2024-12-01,Snacks,East,Supplier A,5572.6081079140995,3.901908706563984,3.5153288979937325,6695.332950792446,6091.144859366452,5660.4002607838165,0.0,32.975736608021684,1.0760979045186794,0
2025-03-15,Beverages,South,Supplier C,5348.690451757246,5.039154591813125,2.6740689329830203,9645.81206834635,4513.9192979655,5530.996287984125,0.0,64.1071191017563,0.8161132394487074,0
2024-12-29,Home Care,Central,Supplier B,5313.537967283515,3.140065138173394,2.4163757202527583,8648.0434099738,4841.795755147765,5739.049312656415,0.0,53.58369402992221,0.8436581551007197,0
2024-10-14,Beverages,North,Supplier C,4118.566391541925,4.394654596622718,3.5257316595040598,9159.796673024695,3985.6666945694587,6219.529145660152,0.0,68.94552938035496,0.6408309377166546,0
2024-04-05,Snacks,North,Supplier A,4027.0502206833344,4.071628330177781,2.547847093252671,6908.696447210336,5106.231591441841,5941.819515618709,0.0,40.589794979860294,0.8593717089554074,0
2025-03-02,Snacks,East,Supplier D,5209.446932296418,5.5677570770860685,2.9527588429277563,7747.10421969703,5111.973955002715,5749.794244895243,0.0,45.46445827711332,0.8890707627566335,0
2024-05-02,Personal Care,West,Supplier D,4330.613947228865,4.189435290374635,3.4094018878686314,9087.609709971804,4852.187746530332,5351.494751616769,0.0,56.186674040818644,0.9066976558398776,0
2024-09-16,Food,East,Supplier A,3979.595436167763,3.2639042414015007,3.078978801390477,10165.269349285423,4920.0596888711425,4895.555578599784,0.0,61.98259772505569,1.0050053788335025,0
2024-05-23,Beverages,West,Supplier B,4491.610628741932,4.798179903065452,3.865425772934987,7087.850360827123,6529.643750166768,5497.641222399284,0.0,32.56464195606122,1.1877173293089316,0
2025-03-08,Beverages,South,Supplier D,4339.257963964692,5.319886140274509,2.582524815856161,9170.67786075623,2201.949476342871,6632.20793092594,0.0,124.94398203887182,0.332008510480378,0
2024-11-07,Home Care,South,Supplier E,4133.277025371547,4.728794806739274,2.8947443317001293,6931.892305084574,4353.008809836477,6217.996386532099,0.0,47.77311010320451,0.7000661530239707,0
2024-11-17,Snacks,Central,Supplier D,3774.2321832423977,4.388677220780892,2.933410929866159,11175.790659239912,4490.648689717128,5904.232338631234,0.0,74.66042056349697,0.7605812969680976,0
2024-05-12,Beverages,West,Supplier E,5448.689768338907,4.3284378994157375,3.3106174762869975,7377.762937591206,6111.221351658871,6364.893398278695,0.0,36.217455626551,0.9601451225108615,0
2024-06-25,Snacks,Central,Supplier A,6556.049439477057,5.112948032442034,3.6443115639190466,8965.257761078166,5227.759928386722,5356.05842244929,0.0,51.447988529830006,0.9760460988392471,0
2024-10-29,Beverages,North,Supplier A,4960.995799381346,4.110551250760452,3.0368082548143485,8248.414422850448,5249.71725252434,6028.375025777811,0.0,47.13633530768258,0.8708345499535334,0
2024-11-07,Personal Care,West,Supplier D,5222.434136969928,4.6715170285894665,2.931168084819858,11907.95468204074,5933.870571812812,5106.822437830029,0.5570251488526994,60.20330847089657,1.1619496553974977,1
2024-11-13,Food,East,Supplier C,5536.377852601704,5.750446570887373,2.2585040660850675,8344.852412036846,4638.038968377047,6173.009513076741,0.9804277883923899,53.97659960772319,0.7513416200885399,1
2024-08-11,Beverages,North,Supplier E,5366.565757193122,3.6986769210943544,3.0561905948983474,7227.415965514808,5387.093882245408,6129.757588022714,0.0,40.24850572588683,0.87884289140105,0
2024-09-08,Snacks,North,Supplier B,4153.087671683021,4.956332980259728,2.6748499950017735,8959.259768919594,4322.310700661979,6141.654111594325,0.0,62.183820572274776,0.7037698024221591,0
2024-04-19,Personal Care,East,Supplier D,6719.846211102586,3.2110105872029955,3.309218155299385,8925.86130016306,3852.024306739084,6583.809039979913,0.0,69.51561508488413,0.5850753391156734,0
