date,main_category,product_name,region,supplier,order_quantity,lead_time_days,transport_time_days,inventory_level,demand_forecast,production_capacity,supplier_performance,quality_score,market_growth,competitor_activity,worker_availability,weather_impact,political_stability,inventory_coverage_days,capacity_utilization,supply_demand_ratio,true_anomaly,anomaly_type
2024-12-19,Snacks,Sea Salt Potato Chips,South,SnackMasters Co.,3784.4020040457517,4.141644645880577,3.191718131298307,9774.19481496887,5404.956563026937,5902.82566422616,92.27019307354081,93.17620467073372,1.5571295855329486,56.740873205901394,90.50071554282543,0.8425225878543098,90.0,54.25128602418423,0.9156558012179592,1.808376200806141,1,weather_impact
2024-12-17,Home Care,FreshLinen Laundry Detergent,Central,SparkleHouse Ltd.,4635.450853464977,5.7167987979895,3.1556006569794097,9347.628007440726,5321.880155110391,6267.724397542625,78.61166130240548,98.78673599846634,0.8412298068016226,49.859735312481625,89.79133772350578,0.0,90.0,52.69356544114153,0.8490928792588471,1.7564521813713843,0,normal
2024-04-09,Personal Care,Smooth & Silky Shampoo,East,PersonalCare Manufacturers,3854.341428834645,4.366522007563077,4.161114446127023,8286.042931580658,5269.749568192909,5936.024524964006,78.04999264172946,97.17024363135016,2.5405201893489706,51.53875353264795,93.90780239815804,0.0,61.85175775600722,47.1713664436359,0.8877573780281615,1.5723788814545299,0,normal
2024-05-22,Snacks,Caramel Popcorn,North,CrunchTime Snacks,3894.743578849434,4.39834759781856,2.9824112917482215,7541.815082391157,4026.05393909752,6745.169060744833,90.01507091714014,95.52921134621636,1.0946531164344666,45.92525671389762,96.94522993367812,0.0,90.0,56.19757109425412,0.5968796190043819,1.8732523698084707,0,normal
2024-11-02,Personal Care,Coconut Oil Body Lotion,East,Grooming Essentials Inc.,4036.5224622648066,6.366472842343359,3.815367477318187,8721.569000159921,4612.623809191538,6301.304907517288,85.9213114833163,98.84896878243671,3.2183791457848407,31.885395448928854,87.26193560487133,0.0,90.0,56.72412943874062,0.7320108893141803,1.8908043146246873,0,normal
2024-11-15,Food,Whole Grain Bread,East,PantryGoods Inc.,3885.2160952834847,6.670991715288611,3.7341620666779796,7800.897196030742,5018.825616880689,5458.940358112737,77.58814283549984,92.45364349906694,0.07872560194338574,89.83640673368998,83.19523043602634,0.0,90.0,46.62981616531541,0.9193772577899708,1.5543272055105137,0,normal
2024-07-15,Personal Care,MintFresh Toothpaste,South,Fresh&Clean Co.,3521.852912198338,4.484991723644308,4.257219318308671,11004.361010190001,4237.310073855775,5898.082693085398,89.12822079022818,98.0667433363281,2.4648792208160444,30.965715298127236,94.56530047092158,0.0,90.0,77.91047257613008,0.7184216116236171,2.597015752537669,0,normal
2024-05-16,Home Care,FreshLinen Laundry Detergent,Central,CleanHome Solutions,4858.706936793905,5.059294227072097,3.3345619955146493,9119.256476846407,6123.891685824101,5589.885742013772,90.3661172543583,97.81462286165386,2.5336354278050837,44.18067779973896,83.5026147715723,0.0,90.0,44.67382970516672,1.0955307440001363,1.4891276568388907,0,normal
2024-04-24,Beverages,Mountain Spring Water,West,EnergyFuel Inc.,5579.007700149264,4.899690359007447,2.9569063320909454,6590.452370639737,3071.161347694757,5719.209692408651,90.89043539678033,95.16249008130644,1.6172727606692272,43.92547793629877,88.97973106438411,0.0,90.0,64.37746140156322,0.5369905131772383,2.1459153800521076,0,normal
2025-01-01,Personal Care,MintFresh Toothpaste,South,HygienePro Ltd.,5546.463764147662,5.045589703503008,5.761749574319623,8018.466736027039,3926.836893183168,3187.171399979858,91.36934229414223,98.74344611773499,1.5580963368345904,76.96020537736257,53.88340165116993,0.0,90.0,61.2589747484555,1.2320758441820807,2.041965824948517,1,production_issue
2024-09-27,Home Care,Antibacterial Floor Cleaner,North,CleanHome Solutions,5054.076819846971,7.884232276573647,3.267123466437528,8203.484628936047,4631.426238184598,6006.786829692102,83.2817122755426,96.68444302968906,0.7864705519091981,75.90310105009318,86.44665490443971,0.8597384465882323,90.0,53.13795928326134,0.7710322289599209,1.7712653094420445,1,weather_impact
2024-11-01,Beverages,Mountain Spring Water,West,BeverageCo Distributors,4819.239510204439,6.434132723233584,2.7744183899978516,9376.234843677343,5047.269125721508,6650.395949624279,97.95815912950013,92.85813030016554,0.949107767601304,60.92937446549331,93.41292494188744,0.0,90.0,55.730542260337714,0.7589426500247191,1.857684742011257,0,normal
2024-09-13,Home Care,Antibacterial Floor Cleaner,South,SparkleHouse Ltd.,5038.233435216238,4.630646889953438,2.7371733129581375,6982.456630778392,3903.4683263045554,6237.091490545341,81.24057030667744,92.36600315228608,2.925919380006447,72.41106716005126,89.66765134314329,0.0,90.0,53.66348114361726,0.6258475336175091,1.7887827047872422,0,normal
2024-12-10,Home Care,Antibacterial Floor Cleaner,North,ShineSmart Products,5799.088212188239,3.7405673895624365,3.551144687464576,4542.080678052391,3671.679674583521,5929.427493256855,71.4029544866919,92.53226489679379,1.306921212328427,25.42304227602755,92.33211650371176,0.0,90.0,37.1117396990869,0.619230048560182,1.2370579899695633,0,normal
2025-02-27,Baby Products,Baby Powder,Central,PureBaby Essentials,4972.710060360299,5.880714388006484,3.208486037025229,8079.982502643209,2580.4048900533408,6083.483639553927,91.8135414226627,96.69948345919337,3.041406295519125,35.417476907764446,99.17204584250723,0.0,90.0,93.93854275105079,0.42416566607920553,3.1312847583683596,0,normal
2024-07-23,Beverages,Sparkling Citrus Soda,South,AquaPure Sources,5955.275476237449,6.407258975064945,2.692548235614199,8265.759848330157,4609.832144665418,6326.147349894826,79.61465287694382,91.85407076358321,1.298807538353337,54.23435134833015,89.37033283260241,0.0,90.0,53.79215287412652,0.7286950318572737,1.793071762470884,0,normal
2024-05-23,Snacks,Sea Salt Potato Chips,South,CrunchTime Snacks,6033.9632564990225,5.922563516848142,2.852302690650419,11609.335884279859,4259.50872108615,5137.95181920341,89.04743803745463,97.72674893161764,1.2054286216271506,4.3036321860129405,101.1040956018477,0.0,90.0,81.76531598686017,0.8290285450256608,2.7255105328953393,0,normal
2024-11-01,Food,Instant Noodles,Central,PantryGoods Inc.,5363.18229829127,6.7858711243041165,3.0675540335670317,6500.182888676685,4244.074120698358,6372.993248345894,61.49755317982452,98.28813922826095,3.634763485695544,61.70047089237569,92.40130296393765,0.0,90.0,45.947709939668215,0.6659467467347315,1.5315903313222738,0,normal
2024-11-03,Snacks,Dark Chocolate Bar,North,CrunchTime Snacks,3850.3708010491864,4.5853842502230275,3.2858835272855837,7160.740601682208,5545.6997058281,5922.349274445833,76.21672712799736,91.35094285227788,1.8457964902885866,63.57897708878384,98.1113068602756,0.0,90.0,38.73672024193895,0.9364020000909223,1.2912240080646316,0,normal
2024-07-11,Food,Tomato Paste,West,FreshFoods International,6110.3489799142935,3.93500117489085,3.1571867670995686,9211.806371708295,5492.047305082017,5086.619003003213,83.83269355083914,95.34684733055961,1.636745595489771,40.703784061086125,75.78896561480377,0.0,90.0,50.31897501966652,1.0797048691556088,1.6772991673222173,0,normal
2024-09-28,Home Care,Stain Remover Spray,South,EcoClean Suppliers,6594.734007316916,6.074185392178971,2.6128769432214876,8155.939518445316,3795.937578759056,5981.416839395135,76.00117382954303,95.53106938698134,1.5951544659702914,60.926660494919304,97.00149534344884,0.0,90.0,64.4579054520038,0.6346218096284553,2.148596848400127,0,normal
2025-03-08,Personal Care,Smooth & Silky Shampoo,South,Fresh&Clean Co.,3604.6662737472043,5.704222289484417,2.955380666728789,7274.340862139001,3861.302678259112,6009.287972581486,76.09206333534036,95.26163701715157,3.096638942960835,52.51763458373468,92.3999792606951,0.0,90.0,56.51725442113237,0.6425557729762721,1.8839084807044122,0,normal
2024-08-13,Home Care,Stain Remover Spray,West,CleanHome Solutions,4721.56711736115,5.001734356742451,2.8697497052968335,9172.191343786659,2779.2931877381443,5951.874766867991,104.46912336078988,92.95949427107736,2.631237519989367,69.31834103318813,96.44290286054807,0.0,90.0,99.00565421726388,0.4669609655111528,3.3001884739087957,0,normal
2025-02-20,Personal Care,MintFresh Toothpaste,Central,HygienePro Ltd.,3436.3103146545745,5.978369937769772,3.8469685335487465,6804.51600237967,2584.675097782283,5672.128522617764,97.16357618401086,95.57805722691526,2.7902302756791277,43.21050073046763,88.84284204376503,0.0,90.0,78.97916463332027,0.45567992464836116,2.6326388211106755,0,normal
2024-11-22,Pet Care,Grain-Free Dog Treats,Central,PetHealth Distributors,5258.521914719623,5.163210255027354,2.47422365688736,8448.877989889977,5005.936119881514,5604.542970001698,87.50559506930092,95.57652437618954,3.576988436680315,52.60771703537928,89.84445606609704,0.0,90.0,50.633155043676155,0.8931925665796077,1.6877718347892052,0,normal
2024-12-14,Home Care,Stain Remover Spray,East,CleanHome Solutions,4326.376858966598,4.161406847036137,3.6552564455125687,8261.982020958452,3701.5396182569984,6271.914853201619,82.094438602805,97.6733515587725,1.7928699964977923,69.56821977220851,87.06645045925606,0.0,65.84125030058446,66.96117999284499,0.5901769563034608,2.2320393330948325,0,normal
2024-03-29,Pet Care,Dog Food,East,HappyPaws Supplies,6365.817752562049,6.354441072784276,2.6069674501739306,6375.82257759625,6058.201378082936,5796.476728389227,70.13867326643343,95.20029661919394,3.852459890213397,26.14152855237565,98.59537887833557,0.0,90.0,31.572849001004105,1.0451523678878702,1.0524283000334702,0,normal
2024-05-17,Personal Care,Coconut Oil Body Lotion,West,Grooming Essentials Inc.,5441.775996588731,3.300502571321556,2.863175106160994,7200.487625545301,4799.454284214938,5731.135124749772,81.34417375497674,93.1672661016524,3.386377807280607,59.53297474492739,85.19965827591466,0.0,90.0,45.00816467339125,0.8374351990914691,1.5002721557797083,0,normal
2025-01-09,Beverages,PowerCharge Berry Blast,South,FreshJuice Packers,4336.8065516246415,5.783964247889247,3.7506950535797703,8725.780104446183,2986.5959355530376,6062.355075823028,85.33563554871216,95.00794968200167,1.8182320132519212,77.40972059211002,94.96915630165702,0.0,90.0,87.64942053834011,0.4926461578378558,2.9216473512780032,0,normal
2024-10-13,Beverages,Sparkling Citrus Soda,West,BeverageCo Distributors,4782.2264176081135,3.7654075542157606,3.0842791506490177,7724.998484748822,5411.944617145181,5395.697218187597,84.98371387541943,93.91235542834951,3.1273207357128774,52.760362171510444,88.6564654937535,0.0,90.0,42.821937572730285,1.0030111769249797,1.4273979190910095,0,normal
2024-05-09,Food,Instant Noodles,North,PantryGoods Inc.,5561.402049847743,5.938315715964504,3.332464509952914,6680.303850638179,4700.427150651979,5291.444629513365,74.10690071751134,90.20583352421332,1.4740888793905396,22.835204513758175,82.58042778076528,0.0,90.0,42.63636241896598,0.8883069709234132,1.4212120806321993,0,normal
2025-02-11,Beverages,Sparkling Citrus Soda,East,EnergyFuel Inc.,5092.179509636487,4.9166063788711165,2.845535677825131,9320.67529115847,4743.626605887625,5801.89449398928,86.15981659782297,92.85305730755013,2.464112790922096,42.13669678823199,90.23454904082428,0.0,90.0,58.94651539134617,0.8175995979937222,1.9648838463782057,0,normal
2025-03-21,Pet Care,Grain-Free Dog Treats,East,HappyPaws Supplies,5978.924006865424,4.676569070450981,3.5445046622732255,8138.53525514602,5135.719092358086,5967.981569116792,65.22919300315922,101.00305391021865,0.6813580341674994,33.568657216423205,89.2184761981526,0.6508017831485823,90.0,47.540773407502584,0.8605454009668005,1.584692446916753,1,weather_impact
2024-10-01,Snacks,Caramel Popcorn,West,TastyBites International,3838.0675083437554,4.7938151993742375,3.315859015925308,11041.372959987077,5577.611497950402,5224.708851899747,72.7529203925395,100.33805937728293,3.6215769935360624,39.93003344803027,94.63380353777607,0.0,90.0,59.38764091427542,1.0675449400251913,1.9795880304758473,0,normal
2025-01-04,Beverages,Mountain Spring Water,West,BeverageCo Distributors,5436.08195512725,3.9946939765185334,3.565819059834156,7585.210279407333,4361.314608741058,6113.740440412832,84.9815391163588,92.58474546666257,1.1595787117414307,56.27868999404715,85.85224902548941,0.0,90.0,52.17608193780514,0.7133627361593649,1.7392027312601712,0,normal
2024-05-14,Food,Instant Noodles,South,QualityConserve Foods,4628.126839144594,3.607610472216313,3.901330475587717,10446.384706435447,4737.28695340538,5162.711840105972,85.46992170312998,92.51478244410738,2.4149289090687094,69.33936308806511,92.26817646058745,0.0,90.0,66.15422377312042,0.9175966236589606,2.2051407924373474,0,normal
2024-07-10,Food,Instant Noodles,West,FreshFoods International,3934.4653101030563,4.629499902492346,3.3688564400268723,7834.748111252331,4816.137317325706,6538.053853950977,83.71311217255429,103.14544795166755,0.5231993531840289,55.73079553639308,89.48409467417409,0.0,90.0,48.80310253863022,0.7366316376264309,1.6267700846210076,0,normal
2024-03-30,Snacks,Sea Salt Potato Chips,South,TastyBites International,5315.341858900654,4.950403237975254,1.9083255407851112,10475.255389748017,4959.367537589444,5699.352858482417,77.68804559372651,94.29162695007354,1.2677977147001736,44.2776157358008,85.83436109463038,0.0,90.0,63.36647955823597,0.8701632730474577,2.112215985274532,0,normal
2024-07-16,Food,Instant Noodles,East,PantryGoods Inc.,5248.92909531666,5.480598712938984,4.014064859528386,8044.292361511665,3857.5640791478177,5490.031330947975,78.8617298130627,99.25048670844282,2.309302940774259,46.85212957080433,90.53617138765286,0.0,60.05412221182445,62.55988647080683,0.7026488277766757,2.0853295490268944,0,normal
2024-08-28,Pet Care,Dog Chew Toys,North,PremiumPet Care,5757.266933535405,4.198933009600176,2.800828497749736,8218.807347727514,4816.680662836535,5879.845465927582,99.10325955950498,96.10239399216775,1.2002567582155472,42.812881807563606,89.51954912001298,0.0,90.0,51.18965480402518,0.8191849072816871,1.7063218268008393,0,normal
2024-06-05,Personal Care,MintFresh Toothpaste,West,HygienePro Ltd.,5444.619372401412,4.296507118346813,3.031631577402043,8433.45463326498,4324.0448238412155,5975.20181940898,99.34856379626868,95.56484920315008,2.310068936665824,32.58417141869619,95.11049027372975,0.0,90.0,58.510873338541515,0.7236650668092273,1.9503624446180505,0,normal
2024-09-17,Snacks,Sea Salt Potato Chips,South,Sweet&Salty Ltd.,5168.691325339432,6.060592335982367,3.010344253933309,8793.14379077501,4326.70596804738,5674.586987502831,96.15607011243392,91.59685647264527,2.8428098457137416,36.511524791291436,87.31933643493952,0.0,90.0,60.96885613937369,0.7624706392863665,2.0322952046457896,0,normal
2024-07-11,Beverages,Sparkling Citrus Soda,West,BeverageCo Distributors,4677.175536253391,4.981495396770337,2.6416455855414895,9842.206398929808,4184.972885277437,5897.249460126988,89.00289496743888,97.4614358587493,2.5734104938952345,60.139704863659404,94.04354564842768,0.0,90.0,70.55390800896909,0.7096482713802852,2.351796933632303,0,normal
2024-05-29,Home Care,Stain Remover Spray,West,ShineSmart Products,5164.318331901011,4.90509343072907,2.949814113861372,8404.596060744218,4062.3023854315143,5314.649208513532,83.42433442449678,91.73150842353564,0.7872057529314416,37.372481465089024,87.38799642322854,0.0,90.0,62.06772856854757,0.7643594574264874,2.068924285618252,0,normal
2024-08-29,Baby Products,Baby Wipes,North,PureBaby Essentials,7278.333029161633,5.11636345136596,3.035932082229167,8059.76348328227,4044.145916297649,6236.376070899614,77.20752175589725,93.55307291930632,1.3969921999262693,18.487566982987993,93.37084120295708,0.0,90.0,59.788372997140925,0.6484769151701061,1.9929457665713641,0,normal
2024-05-19,Home Care,Antibacterial Floor Cleaner,East,CleanHome Solutions,4494.343640062559,4.943470116620319,4.968276695806992,6385.284785034306,5517.389097220529,5521.825432034759,73.83630324894018,90.42337926719438,3.4771757333683,97.33306816078448,87.06827477870377,0.0,71.9945069646815,34.7190564550776,0.9991965818425746,1.15730188183592,0,normal
2024-08-04,Snacks,Dark Chocolate Bar,West,Sweet&Salty Ltd.,3996.8879839600213,3.8976905257587084,3.1174576237597207,6615.927970388499,4811.464115967856,5987.632187655083,79.49272982237144,100.81323128980931,1.7799367525470897,50.09939630616634,85.90170472850137,0.0,90.0,41.25102761401971,0.8035670804709456,1.375034253800657,0,normal
2025-02-15,Snacks,Sea Salt Potato Chips,East,CrunchTime Snacks,3692.425616108999,5.305062138965167,2.991017855771422,7874.605357462051,6670.5728151129515,5717.123168513266,75.81551177419233,97.16712591445788,1.7474726731891344,49.12803528047417,86.29396432398958,0.0,90.0,35.41497368691287,1.1667708773270367,1.1804991228970958,0,normal
2025-02-08,Personal Care,Smooth & Silky Shampoo,West,HygienePro Ltd.,7453.9033459435705,3.0239995522791663,2.793807802599834,7319.541726624854,5517.488207637545,6782.844808513046,102.56970935637304,92.66051216140401,3.0312349050740015,35.670867519607825,95.51147281410255,0.0,90.0,39.7982276599676,0.8134475081477066,1.3266075886655868,0,normal
2024-05-03,Food,Instant Noodles,West,GoldenHarvest Ltd.,4268.457430380343,4.5510010308761055,2.6355884504535267,7287.278199140781,4204.292055431882,5800.278359064637,74.70700498385614,92.45462743312103,2.8872734063974583,51.58808890311874,93.95504354886609,0.0,90.0,51.99884857945866,0.7248431532361618,1.733294952648622,0,normal
2024-09-06,Snacks,Dark Chocolate Bar,South,SnackMasters Co.,5999.329711239754,30.737696067969473,13.412516073820605,8448.414179196974,5374.965390781811,5967.292770932278,94.75212419104406,91.69170826691735,1.6105371127129295,61.96219795427645,98.23960082647373,0.0,90.0,47.15424322742356,0.9007376706844691,1.5718081075807853,1,normal
2024-05-13,Home Care,FreshLinen Laundry Detergent,West,SparkleHouse Ltd.,6387.644307057657,3.8351890606613965,2.2695203728588242,8363.370475897438,4566.494535051604,5274.1795781352475,83.10653741826744,94.97044273516516,2.141408153005034,64.66002142807248,88.17037593542433,0.0,90.0,54.94392084585903,0.8658208290788129,1.831464028195301,0,normal
2024-11-03,Personal Care,Smooth & Silky Shampoo,South,HygienePro Ltd.,5006.510436800896,4.160379726744952,2.148759099146706,8096.19214075996,5735.198790764806,5885.5863470716795,76.79908718469936,96.66718662473787,1.3009682390705841,66.37189769618978,83.68678557479724,0.0,90.0,42.350016640035115,0.9744481607373414,1.4116672213345038,0,normal
2024-05-14,Pet Care,Dog Food,Central,PetHealth Distributors,6335.655897144562,3.1402204470290918,3.1495275374105214,10089.75295575121,5659.838900650489,6063.86727647215,72.37678914683995,95.37484350287023,1.3312330701700918,43.54588817465794,87.49165963557135,0.0,90.0,53.48077816097339,0.9333711710034793,1.7826926053657794,0,normal
2024-11-06,Food,Tomato Paste,East,PantryGoods Inc.,4604.184379897336,6.225258737089015,3.541606410965951,9220.11067682975,5751.510964215746,6035.243046129459,70.65584241152041,96.67909719266292,1.7127157747099968,65.0511957526751,90.87523841634426,0.0,90.0,48.09228775287732,0.9529874638444467,1.603076258429244,0,normal
2024-08-04,Snacks,Caramel Popcorn,North,Sweet&Salty Ltd.,5385.660000469237,4.681372596107402,3.9655555344312687,6536.6802081394,4081.7033954667622,5741.626618969692,100.98848825901754,93.10320501943072,2.2188297181597725,33.05489546741751,94.97044472255148,0.0,90.0,48.04376684057343,0.710896696413743,1.6014588946857808,0,normal
2024-08-17,Snacks,Dark Chocolate Bar,North,Sweet&Salty Ltd.,5095.301353873937,5.537360281449226,3.0559483522442994,7605.825557074074,5929.172712993861,6391.3575677527515,64.2517808204318,96.22413122958854,3.091560001885295,49.23570309841654,87.67039832294213,0.0,90.0,38.48340700418022,0.927685965014566,1.2827802334726741,0,normal
2025-03-06,Beverages,Sparkling Citrus Soda,West,AquaPure Sources,5764.698334664674,5.379710524234558,2.9116891230197983,7857.211322122993,4246.72684104982,6166.646858306389,88.7387539024344,96.91154997622164,0.4240803031956899,52.49721117073581,84.03990108411514,0.0,90.0,55.50541593238408,0.6886606187493187,1.8501805310794692,0,normal
2024-05-04,Pet Care,Dog Food,North,PremiumPet Care,6126.200087189141,15.393460362206834,2.741206973766863,2170.0343866353364,5430.074769478526,6626.775083248684,41.09436068530133,92.59989203194303,0.41210913530685156,43.99608005278614,88.6075346587047,0.0,90.0,11.988975173045736,0.8194143759616643,0.3996325057681912,1,supply_disruption
2024-09-14,Snacks,Dark Chocolate Bar,Central,SnackMasters Co.,5715.363946800634,6.097772020971633,3.009243035328215,7540.1084577653,5277.083807178864,6022.149830697639,92.04902860210876,95.148604648628,2.307518881250609,39.88290365943637,93.18728199965074,0.0,90.0,42.86520017461833,0.8762790623838626,1.428840005820611,0,normal
2024-11-07,Personal Care,Smooth & Silky Shampoo,North,PersonalCare Manufacturers,4951.190411894631,5.924334282991782,4.092889906135584,6823.754592607528,4367.165423960112,5713.147865055187,78.51427570304567,99.63310764772646,0.2671403570596509,24.547878678609113,83.69544432161592,0.0,90.0,46.87540267082303,0.7644061605112905,1.5625134223607677,0,normal
2024-06-25,Home Care,Antibacterial Floor Cleaner,East,CleanHome Solutions,5697.313038912398,4.343958260191023,2.947578887950619,7587.831467520921,5232.671244800663,5411.681407110289,83.94364757302603,88.34884282485962,3.1286033921221756,58.83418486281636,99.74400782625293,0.0,90.0,43.50262674189831,0.9669215260760863,1.450087558063277,0,normal
2024-10-30,Home Care,Antibacterial Floor Cleaner,West,EcoClean Suppliers,4745.943801821148,5.25543384457205,2.72648787449517,7709.1286615126455,4187.084110632606,6626.199689814379,83.01517648532428,98.69413796381497,1.7956128858735578,63.84999037683892,83.70155899671657,0.0,90.0,55.23506424389391,0.6318982684854612,1.8411688081297968,0,normal
2024-03-27,Food,Whole Grain Bread,South,PantryGoods Inc.,4531.4310772018,4.743790427860016,2.3228105350228034,11760.997849423478,4408.116044197376,5830.142574178548,88.82599959328726,95.62377903499001,2.1052307727794264,72.13063645565421,82.25404283201615,0.0,90.0,80.0409816677018,0.7560906080960582,2.6680327222567266,0,normal
2024-10-01,Baby Products,Baby Wipes,North,LittleOnes Ltd.,5597.65264635325,5.158877120991153,2.917058475008311,9169.751171118025,4192.286692003832,6131.520225672767,93.91663469770879,99.31027736161337,1.22313051641782,68.75764323597197,93.3634426230433,0.0,90.0,65.61873157631112,0.683727124384368,2.1872910525437037,0,normal
2024-08-21,Baby Products,Baby Wipes,West,PureBaby Essentials,5092.540615493623,5.744991419614082,3.2828868498360317,9821.631205203013,3714.6077908274438,6471.127207091038,78.85218926291415,97.00584833573879,2.901462134831806,57.24583804243701,89.07792713152031,0.0,90.0,79.3216815200983,0.574027935466481,2.6440560506699433,0,normal
2025-01-27,Food,Instant Noodles,West,PantryGoods Inc.,4286.109012566733,4.216171870076151,3.786706073762923,8847.686551028904,5597.993881769185,6576.746772170184,74.21498660421888,89.90509614266034,1.1392985308880101,49.191728730689235,96.27853912792415,0.0,90.0,47.415306650349656,0.8511797816904493,1.580510221678322,0,normal
2024-11-20,Home Care,Antibacterial Floor Cleaner,South,CleanHome Solutions,5401.825854034002,1.760562275059931,3.0589293261237738,4983.959135626899,3645.0395412745506,5818.043333960499,81.39457207932493,94.45868908814109,1.2805877871731979,30.171111798807917,97.25020852515827,0.0,90.0,41.01979481312435,0.6265060832390319,1.3673264937708118,0,normal
2024-09-23,Baby Products,UltraDry Diapers,West,SafeNest Infant Care,5193.373173825456,4.713876409957052,3.6171239077137365,7235.827014993476,5744.293368030112,6430.9869176347365,77.69356335197865,96.08066216052771,2.0681206468487994,50.10078421995792,97.56944843852033,0.0,90.0,37.789645573802865,0.8932211247823243,1.2596548524600955,0,normal
2024-04-12,Beverages,Mountain Spring Water,West,EnergyFuel Inc.,6342.874212949411,4.472261775971873,3.0981445839073807,9352.248164237068,4202.823295821692,6297.337795917499,90.4869989986067,96.0908996994846,1.5536474947990533,77.47066086168864,87.26445245208348,0.0,90.0,66.75689772778287,0.6673968321258454,2.225229924259429,0,normal
2024-12-05,Baby Products,Baby Wipes,South,SafeNest Infant Care,4123.0074054894485,2.6550296169181338,2.7607308497885232,6308.292693894169,5645.205137643162,6589.215162821116,87.86041592513688,89.99108602094535,3.0879042743058225,41.437140284415314,90.52322973040438,0.0,90.0,33.52380935723361,0.8567340719871432,1.117460311907787,0,normal
2024-12-06,Snacks,Dark Chocolate Bar,Central,CrunchTime Snacks,3295.302986503729,6.529366808348144,2.6035262513341997,11349.790769976778,3464.2868005556484,5903.977099688455,86.4374860089929,97.03665442895735,2.389302380522639,63.49668804989469,90.754978706363,0.0,90.0,98.28681708589787,0.5867717204964182,3.2762272361965956,0,normal
